         1636131 function calls (1636127 primitive calls) in 2807.289 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1349   18.384    0.014 2197.277    1.629 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:75(run)
     1349  112.973    0.084 1057.592    0.784 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:108(run_pre)
1272/1270   92.902    0.073  783.972    0.617 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\pathing.py:267(move_to)
     1349  292.255    0.217  713.930    0.529 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\map_info.py:217(update)
      957   12.834    0.013  680.669    0.711 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:311(run_explore)
     1647  575.244    0.349  575.244    0.349 {built-in method builtins.print}
     1350  285.548    0.212  431.150    0.319 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\pathing.py:149(a_star)
   282255  180.604    0.001  305.570    0.001 <string>:1(<lambda>)
     2698  112.666    0.042  300.595    0.111 {method 'get_nearby_tiles' of 'builtins.Controller' objects}
      313   65.225    0.208  261.986    0.837 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:622(run_sabotage)
     1349   58.363    0.043  125.178    0.093 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:202(run_post)
   282256  124.967    0.000  124.967    0.000 {built-in method __new__ of type object at 0x00007FFA558B28A0}
   112284   93.208    0.001   93.208    0.001 {method 'get_entity_type' of 'builtins.Controller' objects}
     1350   37.900    0.028   92.090    0.068 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\map_info.py:467(get_avoid)
    76470   62.087    0.001   87.119    0.001 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\enum.py:199(__get__)
   119547   83.417    0.001   83.417    0.001 {method 'get_tile_building_id' of 'builtins.Controller' objects}
    24593   38.480    0.002   70.447    0.003 {method 'get_position' of 'builtins.Controller' objects}
     1266   14.305    0.011   65.712    0.052 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\pathing.py:96(move)
    90411   57.133    0.001   57.133    0.001 {method 'get_tile_env' of 'builtins.Controller' objects}
   101441   43.710    0.000   43.710    0.000 {built-in method builtins.abs}
    74403   43.693    0.001   43.693    0.001 {method 'get_hp' of 'builtins.Controller' objects}
    86680   36.004    0.000   36.004    0.000 {built-in method builtins.max}
     1349   26.139    0.019   26.139    0.019 {method 'disable' of '_lsprof.Profiler' objects}
    76470   25.032    0.000   25.032    0.000 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\enum.py:1333(value)
     1350   24.675    0.018   24.675    0.018 {method 'get_nearby_units' of 'builtins.Controller' objects}
     1266   10.492    0.008   24.113    0.019 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\.venv\Lib\site-packages\cambc\_types.py:150(delta)
     1350   15.987    0.012   21.550    0.016 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\pathing.py:115(init_a_star)
    29866   19.813    0.001   19.813    0.001 {built-in method _heapq.heappush}
    15521   13.335    0.001   19.787    0.001 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\enum.py:1308(__hash__)
       79    0.654    0.008   17.736    0.225 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:282(check_build_harvester)
    37367   17.364    0.000   17.364    0.000 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\map_info.py:5(is_on_map)
       78    1.383    0.018   16.739    0.215 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\pathing.py:349(calculate_path)
     1270   13.423    0.011   16.414    0.013 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\.venv\Lib\site-packages\cambc\_types.py:222(direction_to)
      957    6.031    0.006   14.485    0.015 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:264(check_explore)
      639    3.138    0.005   13.131    0.021 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:89(generate_encoded_int)
    12057   12.571    0.001   12.571    0.001 {built-in method _heapq.heappop}
    11341   12.249    0.001   12.249    0.001 {method 'draw_indicator_line' of 'builtins.Controller' objects}
    10810   11.495    0.001   11.495    0.001 {method 'can_place_marker' of 'builtins.Controller' objects}
     1434    2.297    0.002   11.234    0.008 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\random.py:336(randint)
     1266    7.264    0.006   11.172    0.009 {method 'can_move' of 'builtins.Controller' objects}
      313    4.783    0.015   10.359    0.033 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:576(check_sabotage)
    13834    9.796    0.001    9.796    0.001 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\map_info.py:90(in_bounds)
    12057    9.476    0.001    9.476    0.001 {method 'get_cpu_time_elapsed' of 'builtins.Controller' objects}
    16467    9.268    0.001    9.268    0.001 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\.venv\Lib\site-packages\cambc\_types.py:216(distance_squared)
     1434    3.924    0.003    8.936    0.006 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\random.py:295(randrange)
    14138    8.612    0.001    8.612    0.001 {method 'append' of 'list' objects}
     1142    4.145    0.004    8.450    0.007 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\map_info.py:465(is_tile_empty)
     8965    7.400    0.001    7.400    0.001 {method 'get_team' of 'builtins.Controller' objects}
     2073    4.379    0.002    6.618    0.003 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\random.py:245(_randbelow_with_getrandbits)
    15521    6.452    0.000    6.452    0.000 {built-in method builtins.hash}
     5887    5.878    0.001    5.878    0.001 {method 'is_tile_passable' of 'builtins.Controller' objects}
      639    2.253    0.004    5.747    0.009 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\random.py:345(choice)
     1350    4.536    0.003    5.148    0.004 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\pathing.py:258(moves_through_impassible)
       79    2.279    0.029    4.957    0.063 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:336(run_build_harvester)
     9080    4.944    0.001    4.944    0.001 {built-in method builtins.len}
     2698    4.331    0.002    4.331    0.002 {built-in method time.perf_counter}
      724    2.482    0.003    3.440    0.005 {method 'move' of 'builtins.Controller' objects}
