         389953 function calls (389939 primitive calls) in 0.260 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      158    0.001    0.000    0.232    0.001 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:75(run)
      158    0.007    0.000    0.150    0.001 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:108(run_pre)
      158    0.065    0.000    0.130    0.001 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\map_info.py:244(update)
  156/155    0.005    0.000    0.061    0.000 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\pathing.py:261(move_to)
      100    0.001    0.000    0.046    0.000 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:311(run_explore)
      156    0.027    0.000    0.038    0.000 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\pathing.py:153(a_star)
       57    0.006    0.000    0.028    0.000 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:622(run_sabotage)
        3    0.000    0.000    0.027    0.009 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\traceback.py:206(print_exc)
        3    0.000    0.000    0.027    0.009 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\traceback.py:115(print_exception)
        3    0.000    0.000    0.025    0.008 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\traceback.py:1029(__init__)
      315    0.010    0.000    0.022    0.000 {method 'get_nearby_tiles' of 'builtins.Controller' objects}
        2    0.000    0.000    0.022    0.011 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\traceback.py:1479(_compute_suggestion_error)
      484    0.008    0.000    0.020    0.000 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\traceback.py:1559(_levenshtein_distance)
    38129    0.010    0.000    0.015    0.000 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\enum.py:1308(__hash__)
    14227    0.009    0.000    0.009    0.000 {method 'get_entity_type' of 'builtins.Controller' objects}
    15309    0.009    0.000    0.009    0.000 {method 'get_tile_building_id' of 'builtins.Controller' objects}
    15050    0.005    0.000    0.009    0.000 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\traceback.py:1471(_substitution_cost)
    35665    0.008    0.000    0.008    0.000 {built-in method __new__ of type object at 0x00007FFA558B28A0}
      186    0.007    0.000    0.007    0.000 {built-in method builtins.print}
      156    0.002    0.000    0.007    0.000 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\map_info.py:414(get_avoid)
      155    0.003    0.000    0.006    0.000 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\units\builder.py:202(run_post)
    38129    0.005    0.000    0.005    0.000 {built-in method builtins.hash}
    48998    0.005    0.000    0.005    0.000 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\pathing.py:161(<lambda>)
    10118    0.005    0.000    0.005    0.000 {method 'get_team' of 'builtins.Controller' objects}
     9065    0.005    0.000    0.005    0.000 <string>:2(__init__)
      155    0.001    0.000    0.004    0.000 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\pathing.py:100(move)
    29760    0.004    0.000    0.004    0.000 {method 'lower' of 'str' objects}
     9065    0.004    0.000    0.004    0.000 {method 'get_hp' of 'builtins.Controller' objects}
     9065    0.004    0.000    0.004    0.000 {method 'get_max_hp' of 'builtins.Controller' objects}
     3037    0.002    0.000    0.004    0.000 {method 'get_position' of 'builtins.Controller' objects}
    11133    0.003    0.000    0.003    0.000 {method 'get_tile_env' of 'builtins.Controller' objects}
    30590    0.003    0.000    0.003    0.000 {built-in method builtins.min}
        3    0.000    0.000    0.003    0.001 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\traceback.py:449(_extract_from_extended_frame_gen)
        3    0.000    0.000    0.002    0.001 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\traceback.py:1456(print)
       21    0.000    0.000    0.002    0.000 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\traceback.py:1355(format)
      156    0.002    0.000    0.002    0.000 {method 'get_nearby_units' of 'builtins.Controller' objects}
        3    0.000    0.000    0.002    0.001 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\traceback.py:730(format)
       12    0.000    0.000    0.002    0.000 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\traceback.py:514(format_frame_summary)
      156    0.001    0.000    0.002    0.000 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\pathing.py:119(init_a_star)
      325    0.001    0.000    0.002    0.000 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\map_info.py:124(update_symmetry)
      158    0.002    0.000    0.002    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       23    0.002    0.000    0.002    0.000 {built-in method nt.stat}
        2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1349(_find_and_load)
       24    0.000    0.000    0.001    0.000 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\traceback.py:367(line)
     9549    0.001    0.000    0.001    0.000 {built-in method builtins.max}
       72    0.000    0.000    0.001    0.000 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\traceback.py:341(_set_lines)
        2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
    11452    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
        2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1240(_find_spec)
       12    0.000    0.000    0.001    0.000 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\linecache.py:21(getline)
       12    0.000    0.000    0.001    0.000 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\linecache.py:31(getlines)
        3    0.000    0.000    0.001    0.000 C:\Users\panti\AppData\Local\Programs\Python\Python313\Lib\linecache.py:83(updatecache)
        2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1551(find_spec)
        2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1522(_get_spec)
       14    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1624(find_spec)
     5044    0.001    0.000    0.001    0.000 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\bots\Artemis_v0_1\map_info.py:10(is_on_map)
     4166    0.001    0.000    0.001    0.000 {built-in method _heapq.heappush}
      155    0.001    0.000    0.001    0.000 C:\Users\panti\PycharmProjects\Cambridge-Battlecode\.venv\Lib\site-packages\cambc\_types.py:222(direction_to)
