T=1|ID=3|M=EXPLORE|TITANIUM=470 | TILE|2,11|ENV=EMPTY | TILE|3,11|ENV=EMPTY | TILE|4,11|ENV=EMPTY | TILE|5,11|ENV=ORE_TITANIUM | TILE|6,11|ENV=EMPTY | TILE|1,12|ENV=WALL | TILE|2,12|ENV=WALL | TILE|3,12|ENV=WALL | TILE|4,12|ENV=EMPTY | TILE|5,12|ENV=EMPTY | TILE|6,12|ENV=ORE_TITANIUM | TILE|7,12|ENV=EMPTY | TILE|0,13|ENV=EMPTY | TILE|1,13|ENV=EMPTY | TILE|2,13|ENV=EMPTY | TILE|3,13|ENV=WALL | TILE|4,13|ENV=WALL | TILE|5,13|ENV=EMPTY | TILE|6,13|ENV=EMPTY | TILE|7,13|ENV=ORE_TITANIUM | TILE|8,13|ENV=EMPTY | TILE|0,14|ENV=EMPTY | TILE|1,14|ENV=EMPTY | TILE|2,14|ENV=EMPTY | TILE|3,14|ENV=EMPTY | TILE|4,14|ENV=EMPTY | TILE|5,14|ENV=EMPTY | TILE|6,14|ENV=EMPTY | TILE|7,14|ENV=ORE_TITANIUM | TILE|8,14|ENV=EMPTY | TILE|0,15|ENV=EMPTY | TILE|1,15|ENV=EMPTY | TILE|2,15|ENV=EMPTY | TILE|3,15|ENV=EMPTY | TILE|4,15|ENV=EMPTY | TILE|5,15|ENV=EMPTY | TILE|6,15|ENV=ORE_TITANIUM | TILE|7,15|ENV=EMPTY | TILE|8,15|ENV=EMPTY | TILE|0,16|ENV=EMPTY | TILE|1,16|ENV=EMPTY | TILE|2,16|ENV=EMPTY | TILE|3,16|ENV=EMPTY | TILE|4,16|ENV=EMPTY | TILE|5,16|ENV=EMPTY | TILE|6,16|ENV=EMPTY | TILE|7,16|ENV=EMPTY | TILE|8,16|ENV=WALL | TILE|0,17|ENV=EMPTY | TILE|1,17|ENV=EMPTY | TILE|2,17|ENV=EMPTY | TILE|3,17|ENV=EMPTY | TILE|4,17|ENV=EMPTY | TILE|5,17|ENV=EMPTY | TILE|6,17|ENV=EMPTY | TILE|7,17|ENV=EMPTY | TILE|8,17|ENV=WALL | TILE|1,18|ENV=EMPTY | TILE|2,18|ENV=EMPTY | TILE|3,18|ENV=EMPTY | TILE|4,18|ENV=EMPTY | TILE|5,18|ENV=EMPTY | TILE|6,18|ENV=EMPTY | TILE|7,18|ENV=WALL | TILE|2,19|ENV=EMPTY | TILE|3,19|ENV=EMPTY | TILE|4,19|ENV=EMPTY | TILE|5,19|ENV=EMPTY | TILE|6,19|ENV=EMPTY | UNIT|TEAM=Team.A|POS=3,16 | UNIT|TEAM=Team.A|POS=4,15 | BUILDING|TEAM=Team.A|TYPE=CORE|POS=3,16|HP=500
T=2|ID=3|M=EXPLORE|TITANIUM=470 | TILE|2,11|ENV=EMPTY | TILE|3,11|ENV=EMPTY | TILE|4,11|ENV=EMPTY | TILE|5,11|ENV=ORE_TITANIUM | TILE|6,11|ENV=EMPTY | TILE|1,12|ENV=WALL | TILE|2,12|ENV=WALL | TILE|3,12|ENV=WALL | TILE|4,12|ENV=EMPTY | TILE|5,12|ENV=EMPTY | TILE|6,12|ENV=ORE_TITANIUM | TILE|7,12|ENV=EMPTY | TILE|0,13|ENV=EMPTY | TILE|1,13|ENV=EMPTY | TILE|2,13|ENV=EMPTY | TILE|3,13|ENV=WALL | TILE|4,13|ENV=WALL | TILE|5,13|ENV=EMPTY | TILE|6,13|ENV=EMPTY | TILE|7,13|ENV=ORE_TITANIUM | TILE|8,13|ENV=EMPTY | TILE|0,14|ENV=EMPTY | TILE|1,14|ENV=EMPTY | TILE|2,14|ENV=EMPTY | TILE|3,14|ENV=EMPTY | TILE|4,14|ENV=EMPTY | TILE|5,14|ENV=EMPTY | TILE|6,14|ENV=EMPTY | TILE|7,14|ENV=ORE_TITANIUM | TILE|8,14|ENV=EMPTY | TILE|0,15|ENV=EMPTY | TILE|1,15|ENV=EMPTY | TILE|2,15|ENV=EMPTY | TILE|3,15|ENV=EMPTY | TILE|4,15|ENV=EMPTY | TILE|5,15|ENV=EMPTY | TILE|6,15|ENV=ORE_TITANIUM | TILE|7,15|ENV=EMPTY | TILE|8,15|ENV=EMPTY | TILE|0,16|ENV=EMPTY | TILE|1,16|ENV=EMPTY | TILE|2,16|ENV=EMPTY | TILE|3,16|ENV=EMPTY | TILE|4,16|ENV=EMPTY | TILE|5,16|ENV=EMPTY | TILE|6,16|ENV=EMPTY | TILE|7,16|ENV=EMPTY | TILE|8,16|ENV=WALL | TILE|0,17|ENV=EMPTY | TILE|1,17|ENV=EMPTY | TILE|2,17|ENV=EMPTY | TILE|3,17|ENV=EMPTY | TILE|4,17|ENV=EMPTY | TILE|5,17|ENV=EMPTY | TILE|6,17|ENV=EMPTY | TILE|7,17|ENV=EMPTY | TILE|8,17|ENV=WALL | TILE|1,18|ENV=EMPTY | TILE|2,18|ENV=EMPTY | TILE|3,18|ENV=EMPTY | TILE|4,18|ENV=EMPTY | TILE|5,18|ENV=EMPTY | TILE|6,18|ENV=EMPTY | TILE|7,18|ENV=WALL | TILE|2,19|ENV=EMPTY | TILE|3,19|ENV=EMPTY | TILE|4,19|ENV=EMPTY | TILE|5,19|ENV=EMPTY | TILE|6,19|ENV=EMPTY | UNIT|TEAM=Team.A|POS=3,16 | UNIT|TEAM=Team.A|POS=4,15 | BUILDING|TEAM=Team.A|TYPE=CORE|POS=3,16|HP=500
T=3|ID=3|M=EXPLORE|TITANIUM=470 | TILE|2,11|ENV=EMPTY | TILE|3,11|ENV=EMPTY | TILE|4,11|ENV=EMPTY | TILE|5,11|ENV=ORE_TITANIUM | TILE|6,11|ENV=EMPTY | TILE|1,12|ENV=WALL | TILE|2,12|ENV=WALL | TILE|3,12|ENV=WALL | TILE|4,12|ENV=EMPTY | TILE|5,12|ENV=EMPTY | TILE|6,12|ENV=ORE_TITANIUM | TILE|7,12|ENV=EMPTY | TILE|0,13|ENV=EMPTY | TILE|1,13|ENV=EMPTY | TILE|2,13|ENV=EMPTY | TILE|3,13|ENV=WALL | TILE|4,13|ENV=WALL | TILE|5,13|ENV=EMPTY | TILE|6,13|ENV=EMPTY | TILE|7,13|ENV=ORE_TITANIUM | TILE|8,13|ENV=EMPTY | TILE|0,14|ENV=EMPTY | TILE|1,14|ENV=EMPTY | TILE|2,14|ENV=EMPTY | TILE|3,14|ENV=EMPTY | TILE|4,14|ENV=EMPTY | TILE|5,14|ENV=EMPTY | TILE|6,14|ENV=EMPTY | TILE|7,14|ENV=ORE_TITANIUM | TILE|8,14|ENV=EMPTY | TILE|0,15|ENV=EMPTY | TILE|1,15|ENV=EMPTY | TILE|2,15|ENV=EMPTY | TILE|3,15|ENV=EMPTY | TILE|4,15|ENV=EMPTY | TILE|5,15|ENV=EMPTY | TILE|6,15|ENV=ORE_TITANIUM | TILE|7,15|ENV=EMPTY | TILE|8,15|ENV=EMPTY | TILE|0,16|ENV=EMPTY | TILE|1,16|ENV=EMPTY | TILE|2,16|ENV=EMPTY | TILE|3,16|ENV=EMPTY | TILE|4,16|ENV=EMPTY | TILE|5,16|ENV=EMPTY | TILE|6,16|ENV=EMPTY | TILE|7,16|ENV=EMPTY | TILE|8,16|ENV=WALL | TILE|0,17|ENV=EMPTY | TILE|1,17|ENV=EMPTY | TILE|2,17|ENV=EMPTY | TILE|3,17|ENV=EMPTY | TILE|4,17|ENV=EMPTY | TILE|5,17|ENV=EMPTY | TILE|6,17|ENV=EMPTY | TILE|7,17|ENV=EMPTY | TILE|8,17|ENV=WALL | TILE|1,18|ENV=EMPTY | TILE|2,18|ENV=EMPTY | TILE|3,18|ENV=EMPTY | TILE|4,18|ENV=EMPTY | TILE|5,18|ENV=EMPTY | TILE|6,18|ENV=EMPTY | TILE|7,18|ENV=WALL | TILE|2,19|ENV=EMPTY | TILE|3,19|ENV=EMPTY | TILE|4,19|ENV=EMPTY | TILE|5,19|ENV=EMPTY | TILE|6,19|ENV=EMPTY | UNIT|TEAM=Team.A|POS=3,16 | UNIT|TEAM=Team.A|POS=4,15 | BUILDING|TEAM=Team.A|TYPE=CORE|POS=3,16|HP=500
T=4|ID=3|M=EXPLORE|TITANIUM=480 | TILE|2,11|ENV=EMPTY | TILE|3,11|ENV=EMPTY | TILE|4,11|ENV=EMPTY | TILE|5,11|ENV=ORE_TITANIUM | TILE|6,11|ENV=EMPTY | TILE|1,12|ENV=WALL | TILE|2,12|ENV=WALL | TILE|3,12|ENV=WALL | TILE|4,12|ENV=EMPTY | TILE|5,12|ENV=EMPTY | TILE|6,12|ENV=ORE_TITANIUM | TILE|7,12|ENV=EMPTY | TILE|0,13|ENV=EMPTY | TILE|1,13|ENV=EMPTY | TILE|2,13|ENV=EMPTY | TILE|3,13|ENV=WALL | TILE|4,13|ENV=WALL | TILE|5,13|ENV=EMPTY | TILE|6,13|ENV=EMPTY | TILE|7,13|ENV=ORE_TITANIUM | TILE|8,13|ENV=EMPTY | TILE|0,14|ENV=EMPTY | TILE|1,14|ENV=EMPTY | TILE|2,14|ENV=EMPTY | TILE|3,14|ENV=EMPTY | TILE|4,14|ENV=EMPTY | TILE|5,14|ENV=EMPTY | TILE|6,14|ENV=EMPTY | TILE|7,14|ENV=ORE_TITANIUM | TILE|8,14|ENV=EMPTY | TILE|0,15|ENV=EMPTY | TILE|1,15|ENV=EMPTY | TILE|2,15|ENV=EMPTY | TILE|3,15|ENV=EMPTY | TILE|4,15|ENV=EMPTY | TILE|5,15|ENV=EMPTY | TILE|6,15|ENV=ORE_TITANIUM | TILE|7,15|ENV=EMPTY | TILE|8,15|ENV=EMPTY | TILE|0,16|ENV=EMPTY | TILE|1,16|ENV=EMPTY | TILE|2,16|ENV=EMPTY | TILE|3,16|ENV=EMPTY | TILE|4,16|ENV=EMPTY | TILE|5,16|ENV=EMPTY | TILE|6,16|ENV=EMPTY | TILE|7,16|ENV=EMPTY | TILE|8,16|ENV=WALL | TILE|0,17|ENV=EMPTY | TILE|1,17|ENV=EMPTY | TILE|2,17|ENV=EMPTY | TILE|3,17|ENV=EMPTY | TILE|4,17|ENV=EMPTY | TILE|5,17|ENV=EMPTY | TILE|6,17|ENV=EMPTY | TILE|7,17|ENV=EMPTY | TILE|8,17|ENV=WALL | TILE|1,18|ENV=EMPTY | TILE|2,18|ENV=EMPTY | TILE|3,18|ENV=EMPTY | TILE|4,18|ENV=EMPTY | TILE|5,18|ENV=EMPTY | TILE|6,18|ENV=EMPTY | TILE|7,18|ENV=WALL | TILE|2,19|ENV=EMPTY | TILE|3,19|ENV=EMPTY | TILE|4,19|ENV=EMPTY | TILE|5,19|ENV=EMPTY | TILE|6,19|ENV=EMPTY | UNIT|TEAM=Team.A|POS=3,16 | UNIT|TEAM=Team.A|POS=4,15 | BUILDING|TEAM=Team.A|TYPE=CORE|POS=3,16|HP=500
T=5|ID=3|M=EXPLORE|TITANIUM=480 | TILE|2,11|ENV=EMPTY | TILE|3,11|ENV=EMPTY | TILE|4,11|ENV=EMPTY | TILE|5,11|ENV=ORE_TITANIUM | TILE|6,11|ENV=EMPTY | TILE|1,12|ENV=WALL | TILE|2,12|ENV=WALL | TILE|3,12|ENV=WALL | TILE|4,12|ENV=EMPTY | TILE|5,12|ENV=EMPTY | TILE|6,12|ENV=ORE_TITANIUM | TILE|7,12|ENV=EMPTY | TILE|0,13|ENV=EMPTY | TILE|1,13|ENV=EMPTY | TILE|2,13|ENV=EMPTY | TILE|3,13|ENV=WALL | TILE|4,13|ENV=WALL | TILE|5,13|ENV=EMPTY | TILE|6,13|ENV=EMPTY | TILE|7,13|ENV=ORE_TITANIUM | TILE|8,13|ENV=EMPTY | TILE|0,14|ENV=EMPTY | TILE|1,14|ENV=EMPTY | TILE|2,14|ENV=EMPTY | TILE|3,14|ENV=EMPTY | TILE|4,14|ENV=EMPTY | TILE|5,14|ENV=EMPTY | TILE|6,14|ENV=EMPTY | TILE|7,14|ENV=ORE_TITANIUM | TILE|8,14|ENV=EMPTY | TILE|0,15|ENV=EMPTY | TILE|1,15|ENV=EMPTY | TILE|2,15|ENV=EMPTY | TILE|3,15|ENV=EMPTY | TILE|4,15|ENV=EMPTY | TILE|5,15|ENV=EMPTY | TILE|6,15|ENV=ORE_TITANIUM | TILE|7,15|ENV=EMPTY | TILE|8,15|ENV=EMPTY | TILE|0,16|ENV=EMPTY | TILE|1,16|ENV=EMPTY | TILE|2,16|ENV=EMPTY | TILE|3,16|ENV=EMPTY | TILE|4,16|ENV=EMPTY | TILE|5,16|ENV=EMPTY | TILE|6,16|ENV=EMPTY | TILE|7,16|ENV=EMPTY | TILE|8,16|ENV=WALL | TILE|0,17|ENV=EMPTY | TILE|1,17|ENV=EMPTY | TILE|2,17|ENV=EMPTY | TILE|3,17|ENV=EMPTY | TILE|4,17|ENV=EMPTY | TILE|5,17|ENV=EMPTY | TILE|6,17|ENV=EMPTY | TILE|7,17|ENV=EMPTY | TILE|8,17|ENV=WALL | TILE|1,18|ENV=EMPTY | TILE|2,18|ENV=EMPTY | TILE|3,18|ENV=EMPTY | TILE|4,18|ENV=EMPTY | TILE|5,18|ENV=EMPTY | TILE|6,18|ENV=EMPTY | TILE|7,18|ENV=WALL | TILE|2,19|ENV=EMPTY | TILE|3,19|ENV=EMPTY | TILE|4,19|ENV=EMPTY | TILE|5,19|ENV=EMPTY | TILE|6,19|ENV=EMPTY | UNIT|TEAM=Team.A|POS=3,16 | UNIT|TEAM=Team.A|POS=4,15 | BUILDING|TEAM=Team.A|TYPE=CORE|POS=3,16|HP=500
T=6|ID=3|M=EXPLORE|TITANIUM=480 | TILE|2,11|ENV=EMPTY | TILE|3,11|ENV=EMPTY | TILE|4,11|ENV=EMPTY | TILE|5,11|ENV=ORE_TITANIUM | TILE|6,11|ENV=EMPTY | TILE|1,12|ENV=WALL | TILE|2,12|ENV=WALL | TILE|3,12|ENV=WALL | TILE|4,12|ENV=EMPTY | TILE|5,12|ENV=EMPTY | TILE|6,12|ENV=ORE_TITANIUM | TILE|7,12|ENV=EMPTY | TILE|0,13|ENV=EMPTY | TILE|1,13|ENV=EMPTY | TILE|2,13|ENV=EMPTY | TILE|3,13|ENV=WALL | TILE|4,13|ENV=WALL | TILE|5,13|ENV=EMPTY | TILE|6,13|ENV=EMPTY | TILE|7,13|ENV=ORE_TITANIUM | TILE|8,13|ENV=EMPTY | TILE|0,14|ENV=EMPTY | TILE|1,14|ENV=EMPTY | TILE|2,14|ENV=EMPTY | TILE|3,14|ENV=EMPTY | TILE|4,14|ENV=EMPTY | TILE|5,14|ENV=EMPTY | TILE|6,14|ENV=EMPTY | TILE|7,14|ENV=ORE_TITANIUM | TILE|8,14|ENV=EMPTY | TILE|0,15|ENV=EMPTY | TILE|1,15|ENV=EMPTY | TILE|2,15|ENV=EMPTY | TILE|3,15|ENV=EMPTY | TILE|4,15|ENV=EMPTY | TILE|5,15|ENV=EMPTY | TILE|6,15|ENV=ORE_TITANIUM | TILE|7,15|ENV=EMPTY | TILE|8,15|ENV=EMPTY | TILE|0,16|ENV=EMPTY | TILE|1,16|ENV=EMPTY | TILE|2,16|ENV=EMPTY | TILE|3,16|ENV=EMPTY | TILE|4,16|ENV=EMPTY | TILE|5,16|ENV=EMPTY | TILE|6,16|ENV=EMPTY | TILE|7,16|ENV=EMPTY | TILE|8,16|ENV=WALL | TILE|0,17|ENV=EMPTY | TILE|1,17|ENV=EMPTY | TILE|2,17|ENV=EMPTY | TILE|3,17|ENV=EMPTY | TILE|4,17|ENV=EMPTY | TILE|5,17|ENV=EMPTY | TILE|6,17|ENV=EMPTY | TILE|7,17|ENV=EMPTY | TILE|8,17|ENV=WALL | TILE|1,18|ENV=EMPTY | TILE|2,18|ENV=EMPTY | TILE|3,18|ENV=EMPTY | TILE|4,18|ENV=EMPTY | TILE|5,18|ENV=EMPTY | TILE|6,18|ENV=EMPTY | TILE|7,18|ENV=WALL | TILE|2,19|ENV=EMPTY | TILE|3,19|ENV=EMPTY | TILE|4,19|ENV=EMPTY | TILE|5,19|ENV=EMPTY | TILE|6,19|ENV=EMPTY | UNIT|TEAM=Team.A|POS=3,16 | UNIT|TEAM=Team.A|POS=4,15 | BUILDING|TEAM=Team.A|TYPE=CORE|POS=3,16|HP=500
T=7|ID=3|M=EXPLORE|TITANIUM=480 | TILE|2,11|ENV=EMPTY | TILE|3,11|ENV=EMPTY | TILE|4,11|ENV=EMPTY | TILE|5,11|ENV=ORE_TITANIUM | TILE|6,11|ENV=EMPTY | TILE|1,12|ENV=WALL | TILE|2,12|ENV=WALL | TILE|3,12|ENV=WALL | TILE|4,12|ENV=EMPTY | TILE|5,12|ENV=EMPTY | TILE|6,12|ENV=ORE_TITANIUM | TILE|7,12|ENV=EMPTY | TILE|0,13|ENV=EMPTY | TILE|1,13|ENV=EMPTY | TILE|2,13|ENV=EMPTY | TILE|3,13|ENV=WALL | TILE|4,13|ENV=WALL | TILE|5,13|ENV=EMPTY | TILE|6,13|ENV=EMPTY | TILE|7,13|ENV=ORE_TITANIUM | TILE|8,13|ENV=EMPTY | TILE|0,14|ENV=EMPTY | TILE|1,14|ENV=EMPTY | TILE|2,14|ENV=EMPTY | TILE|3,14|ENV=EMPTY | TILE|4,14|ENV=EMPTY | TILE|5,14|ENV=EMPTY | TILE|6,14|ENV=EMPTY | TILE|7,14|ENV=ORE_TITANIUM | TILE|8,14|ENV=EMPTY | TILE|0,15|ENV=EMPTY | TILE|1,15|ENV=EMPTY | TILE|2,15|ENV=EMPTY | TILE|3,15|ENV=EMPTY | TILE|4,15|ENV=EMPTY | TILE|5,15|ENV=EMPTY | TILE|6,15|ENV=ORE_TITANIUM | TILE|7,15|ENV=EMPTY | TILE|8,15|ENV=EMPTY | TILE|0,16|ENV=EMPTY | TILE|1,16|ENV=EMPTY | TILE|2,16|ENV=EMPTY | TILE|3,16|ENV=EMPTY | TILE|4,16|ENV=EMPTY | TILE|5,16|ENV=EMPTY | TILE|6,16|ENV=EMPTY | TILE|7,16|ENV=EMPTY | TILE|8,16|ENV=WALL | TILE|0,17|ENV=EMPTY | TILE|1,17|ENV=EMPTY | TILE|2,17|ENV=EMPTY | TILE|3,17|ENV=EMPTY | TILE|4,17|ENV=EMPTY | TILE|5,17|ENV=EMPTY | TILE|6,17|ENV=EMPTY | TILE|7,17|ENV=EMPTY | TILE|8,17|ENV=WALL | TILE|1,18|ENV=EMPTY | TILE|2,18|ENV=EMPTY | TILE|3,18|ENV=EMPTY | TILE|4,18|ENV=EMPTY | TILE|5,18|ENV=EMPTY | TILE|6,18|ENV=EMPTY | TILE|7,18|ENV=WALL | TILE|2,19|ENV=EMPTY | TILE|3,19|ENV=EMPTY | TILE|4,19|ENV=EMPTY | TILE|5,19|ENV=EMPTY | TILE|6,19|ENV=EMPTY | UNIT|TEAM=Team.A|POS=3,16 | UNIT|TEAM=Team.A|POS=4,15 | BUILDING|TEAM=Team.A|TYPE=CORE|POS=3,16|HP=500
T=8|ID=3|M=EXPLORE|TITANIUM=490 | TILE|2,11|ENV=EMPTY | TILE|3,11|ENV=EMPTY | TILE|4,11|ENV=EMPTY | TILE|5,11|ENV=ORE_TITANIUM | TILE|6,11|ENV=EMPTY | TILE|1,12|ENV=WALL | TILE|2,12|ENV=WALL | TILE|3,12|ENV=WALL | TILE|4,12|ENV=EMPTY | TILE|5,12|ENV=EMPTY | TILE|6,12|ENV=ORE_TITANIUM | TILE|7,12|ENV=EMPTY | TILE|0,13|ENV=EMPTY | TILE|1,13|ENV=EMPTY | TILE|2,13|ENV=EMPTY | TILE|3,13|ENV=WALL | TILE|4,13|ENV=WALL | TILE|5,13|ENV=EMPTY | TILE|6,13|ENV=EMPTY | TILE|7,13|ENV=ORE_TITANIUM | TILE|8,13|ENV=EMPTY | TILE|0,14|ENV=EMPTY | TILE|1,14|ENV=EMPTY | TILE|2,14|ENV=EMPTY | TILE|3,14|ENV=EMPTY | TILE|4,14|ENV=EMPTY | TILE|5,14|ENV=EMPTY | TILE|6,14|ENV=EMPTY | TILE|7,14|ENV=ORE_TITANIUM | TILE|8,14|ENV=EMPTY | TILE|0,15|ENV=EMPTY | TILE|1,15|ENV=EMPTY | TILE|2,15|ENV=EMPTY | TILE|3,15|ENV=EMPTY | TILE|4,15|ENV=EMPTY | TILE|5,15|ENV=EMPTY | TILE|6,15|ENV=ORE_TITANIUM | TILE|7,15|ENV=EMPTY | TILE|8,15|ENV=EMPTY | TILE|0,16|ENV=EMPTY | TILE|1,16|ENV=EMPTY | TILE|2,16|ENV=EMPTY | TILE|3,16|ENV=EMPTY | TILE|4,16|ENV=EMPTY | TILE|5,16|ENV=EMPTY | TILE|6,16|ENV=EMPTY | TILE|7,16|ENV=EMPTY | TILE|8,16|ENV=WALL | TILE|0,17|ENV=EMPTY | TILE|1,17|ENV=EMPTY | TILE|2,17|ENV=EMPTY | TILE|3,17|ENV=EMPTY | TILE|4,17|ENV=EMPTY | TILE|5,17|ENV=EMPTY | TILE|6,17|ENV=EMPTY | TILE|7,17|ENV=EMPTY | TILE|8,17|ENV=WALL | TILE|1,18|ENV=EMPTY | TILE|2,18|ENV=EMPTY | TILE|3,18|ENV=EMPTY | TILE|4,18|ENV=EMPTY | TILE|5,18|ENV=EMPTY | TILE|6,18|ENV=EMPTY | TILE|7,18|ENV=WALL | TILE|2,19|ENV=EMPTY | TILE|3,19|ENV=EMPTY | TILE|4,19|ENV=EMPTY | TILE|5,19|ENV=EMPTY | TILE|6,19|ENV=EMPTY | UNIT|TEAM=Team.A|POS=3,16 | UNIT|TEAM=Team.A|POS=4,15 | BUILDING|TEAM=Team.A|TYPE=CORE|POS=3,16|HP=500
T=9|ID=3|M=EXPLORE|TITANIUM=490 | TILE|2,11|ENV=EMPTY | TILE|3,11|ENV=EMPTY | TILE|4,11|ENV=EMPTY | TILE|5,11|ENV=ORE_TITANIUM | TILE|6,11|ENV=EMPTY | TILE|1,12|ENV=WALL | TILE|2,12|ENV=WALL | TILE|3,12|ENV=WALL | TILE|4,12|ENV=EMPTY | TILE|5,12|ENV=EMPTY | TILE|6,12|ENV=ORE_TITANIUM | TILE|7,12|ENV=EMPTY | TILE|0,13|ENV=EMPTY | TILE|1,13|ENV=EMPTY | TILE|2,13|ENV=EMPTY | TILE|3,13|ENV=WALL | TILE|4,13|ENV=WALL | TILE|5,13|ENV=EMPTY | TILE|6,13|ENV=EMPTY | TILE|7,13|ENV=ORE_TITANIUM | TILE|8,13|ENV=EMPTY | TILE|0,14|ENV=EMPTY | TILE|1,14|ENV=EMPTY | TILE|2,14|ENV=EMPTY | TILE|3,14|ENV=EMPTY | TILE|4,14|ENV=EMPTY | TILE|5,14|ENV=EMPTY | TILE|6,14|ENV=EMPTY | TILE|7,14|ENV=ORE_TITANIUM | TILE|8,14|ENV=EMPTY | TILE|0,15|ENV=EMPTY | TILE|1,15|ENV=EMPTY | TILE|2,15|ENV=EMPTY | TILE|3,15|ENV=EMPTY | TILE|4,15|ENV=EMPTY | TILE|5,15|ENV=EMPTY | TILE|6,15|ENV=ORE_TITANIUM | TILE|7,15|ENV=EMPTY | TILE|8,15|ENV=EMPTY | TILE|0,16|ENV=EMPTY | TILE|1,16|ENV=EMPTY | TILE|2,16|ENV=EMPTY | TILE|3,16|ENV=EMPTY | TILE|4,16|ENV=EMPTY | TILE|5,16|ENV=EMPTY | TILE|6,16|ENV=EMPTY | TILE|7,16|ENV=EMPTY | TILE|8,16|ENV=WALL | TILE|0,17|ENV=EMPTY | TILE|1,17|ENV=EMPTY | TILE|2,17|ENV=EMPTY | TILE|3,17|ENV=EMPTY | TILE|4,17|ENV=EMPTY | TILE|5,17|ENV=EMPTY | TILE|6,17|ENV=EMPTY | TILE|7,17|ENV=EMPTY | TILE|8,17|ENV=WALL | TILE|1,18|ENV=EMPTY | TILE|2,18|ENV=EMPTY | TILE|3,18|ENV=EMPTY | TILE|4,18|ENV=EMPTY | TILE|5,18|ENV=EMPTY | TILE|6,18|ENV=EMPTY | TILE|7,18|ENV=WALL | TILE|2,19|ENV=EMPTY | TILE|3,19|ENV=EMPTY | TILE|4,19|ENV=EMPTY | TILE|5,19|ENV=EMPTY | TILE|6,19|ENV=EMPTY | UNIT|TEAM=Team.A|POS=3,16 | UNIT|TEAM=Team.A|POS=4,15 | BUILDING|TEAM=Team.A|TYPE=CORE|POS=3,16|HP=500
T=10|ID=3|M=EXPLORE|TITANIUM=490 | TILE|2,11|ENV=EMPTY | TILE|3,11|ENV=EMPTY | TILE|4,11|ENV=EMPTY | TILE|5,11|ENV=ORE_TITANIUM | TILE|6,11|ENV=EMPTY | TILE|1,12|ENV=WALL | TILE|2,12|ENV=WALL | TILE|3,12|ENV=WALL | TILE|4,12|ENV=EMPTY | TILE|5,12|ENV=EMPTY | TILE|6,12|ENV=ORE_TITANIUM | TILE|7,12|ENV=EMPTY | TILE|0,13|ENV=EMPTY | TILE|1,13|ENV=EMPTY | TILE|2,13|ENV=EMPTY | TILE|3,13|ENV=WALL | TILE|4,13|ENV=WALL | TILE|5,13|ENV=EMPTY | TILE|6,13|ENV=EMPTY | TILE|7,13|ENV=ORE_TITANIUM | TILE|8,13|ENV=EMPTY | TILE|0,14|ENV=EMPTY | TILE|1,14|ENV=EMPTY | TILE|2,14|ENV=EMPTY | TILE|3,14|ENV=EMPTY | TILE|4,14|ENV=EMPTY | TILE|5,14|ENV=EMPTY | TILE|6,14|ENV=EMPTY | TILE|7,14|ENV=ORE_TITANIUM | TILE|8,14|ENV=EMPTY | TILE|0,15|ENV=EMPTY | TILE|1,15|ENV=EMPTY | TILE|2,15|ENV=EMPTY | TILE|3,15|ENV=EMPTY | TILE|4,15|ENV=EMPTY | TILE|5,15|ENV=EMPTY | TILE|6,15|ENV=ORE_TITANIUM | TILE|7,15|ENV=EMPTY | TILE|8,15|ENV=EMPTY | TILE|0,16|ENV=EMPTY | TILE|1,16|ENV=EMPTY | TILE|2,16|ENV=EMPTY | TILE|3,16|ENV=EMPTY | TILE|4,16|ENV=EMPTY | TILE|5,16|ENV=EMPTY | TILE|6,16|ENV=EMPTY | TILE|7,16|ENV=EMPTY | TILE|8,16|ENV=WALL | TILE|0,17|ENV=EMPTY | TILE|1,17|ENV=EMPTY | TILE|2,17|ENV=EMPTY | TILE|3,17|ENV=EMPTY | TILE|4,17|ENV=EMPTY | TILE|5,17|ENV=EMPTY | TILE|6,17|ENV=EMPTY | TILE|7,17|ENV=EMPTY | TILE|8,17|ENV=WALL | TILE|1,18|ENV=EMPTY | TILE|2,18|ENV=EMPTY | TILE|3,18|ENV=EMPTY | TILE|4,18|ENV=EMPTY | TILE|5,18|ENV=EMPTY | TILE|6,18|ENV=EMPTY | TILE|7,18|ENV=WALL | TILE|2,19|ENV=EMPTY | TILE|3,19|ENV=EMPTY | TILE|4,19|ENV=EMPTY | TILE|5,19|ENV=EMPTY | TILE|6,19|ENV=EMPTY | UNIT|TEAM=Team.A|POS=3,16 | UNIT|TEAM=Team.A|POS=4,15 | BUILDING|TEAM=Team.A|TYPE=CORE|POS=3,16|HP=500
